n_components,frob_error,cumulative_variance
1,97.53340570694355,0.44272025607526366
2,79.2110122008222,0.6324320765155944
5,51.04761869197235,0.8473427431680725
10,28.752744899802146,0.9515688143366668
15,15.187091402328681,0.9864881227145469
20,8.693976161904935,0.9955720432628138
30,1.7746053288486564e-13,1.0000000000000002
